2024-01-25 15:31:16,665 - INFO - Loading pretrained weights from Hugging Face hub (timm/convnextv2_large.fcmae_ft_in22k_in1k)
2024-01-25 15:31:17,413 - INFO - [timm/convnextv2_large.fcmae_ft_in22k_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2024-01-25 15:32:05,992 - INFO - Initial Best Val Accuracy: 0.8107811986413936%
2024-01-25 15:37:25,748 - INFO - Epoch 1/100, Training Accuracy: 29.776478951109706%, Validation Accuracy: 65.56371206310945%
2024-01-25 22:48:43,522 - INFO - Epoch 82/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:53:57,953 - INFO - Epoch 83/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:59:13,427 - INFO - Epoch 84/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:04:28,081 - INFO - Epoch 85/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:09:42,720 - INFO - Epoch 86/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:14:57,179 - INFO - Epoch 87/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:20:11,586 - INFO - Epoch 88/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:25:36,568 - INFO - Epoch 89/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:31:33,560 - INFO - Epoch 90/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:37:32,801 - INFO - Epoch 91/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:44:44,127 - INFO - Epoch 92/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:51:36,305 - INFO - Epoch 93/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 23:58:16,871 - INFO - Epoch 94/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:05:02,996 - INFO - Epoch 95/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:11:32,311 - INFO - Epoch 96/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:17:57,562 - INFO - Epoch 97/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:24:26,477 - INFO - Epoch 98/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:30:56,237 - INFO - Epoch 99/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-26 00:37:46,753 - INFO - Epoch 100/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
