2024-01-25 15:31:16,665 - INFO - Loading pretrained weights from Hugging Face hub (timm/convnextv2_large.fcmae_ft_in22k_in1k)
2024-01-25 15:31:17,413 - INFO - [timm/convnextv2_large.fcmae_ft_in22k_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2024-01-25 15:32:05,992 - INFO - Initial Best Val Accuracy: 0.8107811986413936%
2024-01-25 15:37:25,748 - INFO - Epoch 1/100, Training Accuracy: 29.776478951109706%, Validation Accuracy: 65.56371206310945%
2024-01-25 15:43:02,302 - INFO - Epoch 2/100, Training Accuracy: 72.85364505173366%, Validation Accuracy: 77.96647310178591%
2024-01-25 15:48:37,997 - INFO - Epoch 3/100, Training Accuracy: 87.33117447279047%, Validation Accuracy: 83.48855045469486%
2024-01-25 15:54:14,824 - INFO - Epoch 4/100, Training Accuracy: 94.46331253455493%, Validation Accuracy: 84.90193930097513%
2024-01-25 15:59:51,658 - INFO - Epoch 5/100, Training Accuracy: 97.64631545691493%, Validation Accuracy: 85.70176399693219%
2024-01-25 16:05:28,490 - INFO - Epoch 6/100, Training Accuracy: 98.46773556591107%, Validation Accuracy: 86.53445820094225%
2024-01-25 16:11:05,366 - INFO - Epoch 7/100, Training Accuracy: 99.01271621514888%, Validation Accuracy: 86.50158869288923%
2024-01-25 16:16:19,811 - INFO - Epoch 8/100, Training Accuracy: 99.34444356685886%, Validation Accuracy: 87.06037032979073%
2024-01-25 16:21:56,801 - INFO - Epoch 9/100, Training Accuracy: 99.43922281020457%, Validation Accuracy: 86.45776268215185%
2024-01-25 16:27:11,293 - INFO - Epoch 10/100, Training Accuracy: 99.49451070215623%, Validation Accuracy: 87.45480442642709%
2024-01-25 16:32:48,319 - INFO - Epoch 11/100, Training Accuracy: 99.54979859410788%, Validation Accuracy: 86.8741097841569%
2024-01-25 16:38:03,029 - INFO - Epoch 12/100, Training Accuracy: 99.81833978358739%, Validation Accuracy: 87.77254300427303%
2024-01-25 16:43:39,323 - INFO - Epoch 13/100, Training Accuracy: 99.75515362135692%, Validation Accuracy: 87.356195902268%
2024-01-25 16:48:53,918 - INFO - Epoch 14/100, Training Accuracy: 99.73935708079931%, Validation Accuracy: 87.57532595595485%
2024-01-25 16:54:08,546 - INFO - Epoch 15/100, Training Accuracy: 99.81833978358739%, Validation Accuracy: 86.90697929220993%
2024-01-25 16:59:23,144 - INFO - Epoch 16/100, Training Accuracy: 99.94471210804834%, Validation Accuracy: 87.9149775391695%
2024-01-25 17:05:00,291 - INFO - Epoch 17/100, Training Accuracy: 100.0%, Validation Accuracy: 88.04645557138161%
2024-01-25 17:10:37,147 - INFO - Epoch 18/100, Training Accuracy: 100.0%, Validation Accuracy: 88.13410759285637%
2024-01-25 17:16:14,301 - INFO - Epoch 19/100, Training Accuracy: 100.0%, Validation Accuracy: 88.11219458748768%
2024-01-25 17:21:28,881 - INFO - Epoch 20/100, Training Accuracy: 100.0%, Validation Accuracy: 88.16697710090939%
2024-01-25 17:27:06,123 - INFO - Epoch 21/100, Training Accuracy: 100.0%, Validation Accuracy: 88.35323764654322%
2024-01-25 17:32:43,206 - INFO - Epoch 22/100, Training Accuracy: 100.0%, Validation Accuracy: 88.38610715459625%
2024-01-25 17:38:20,246 - INFO - Epoch 23/100, Training Accuracy: 100.0%, Validation Accuracy: 88.3970636572806%
2024-01-25 17:43:57,228 - INFO - Epoch 24/100, Training Accuracy: 100.0%, Validation Accuracy: 88.34228114385888%
2024-01-25 17:49:11,716 - INFO - Epoch 25/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 17:54:48,216 - INFO - Epoch 26/100, Training Accuracy: 100.0%, Validation Accuracy: 88.48471567875534%
2024-01-25 18:00:25,139 - INFO - Epoch 27/100, Training Accuracy: 100.0%, Validation Accuracy: 88.45184617070231%
2024-01-25 18:05:39,739 - INFO - Epoch 28/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 18:10:54,286 - INFO - Epoch 29/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 18:16:08,826 - INFO - Epoch 30/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 18:21:23,393 - INFO - Epoch 31/100, Training Accuracy: 100.0%, Validation Accuracy: 88.46280267338666%
2024-01-25 18:26:37,775 - INFO - Epoch 32/100, Training Accuracy: 100.0%, Validation Accuracy: 88.46280267338666%
2024-01-25 18:31:52,283 - INFO - Epoch 33/100, Training Accuracy: 100.0%, Validation Accuracy: 88.473759176071%
2024-01-25 18:37:06,838 - INFO - Epoch 34/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 18:42:21,319 - INFO - Epoch 35/100, Training Accuracy: 100.0%, Validation Accuracy: 88.46280267338666%
2024-01-25 18:47:35,837 - INFO - Epoch 36/100, Training Accuracy: 100.0%, Validation Accuracy: 88.45184617070231%
2024-01-25 18:52:50,352 - INFO - Epoch 37/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 18:58:04,890 - INFO - Epoch 38/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 19:03:19,390 - INFO - Epoch 39/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 19:08:33,861 - INFO - Epoch 40/100, Training Accuracy: 100.0%, Validation Accuracy: 88.45184617070231%
2024-01-25 19:13:48,377 - INFO - Epoch 41/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 19:19:02,878 - INFO - Epoch 42/100, Training Accuracy: 100.0%, Validation Accuracy: 88.42993316533362%
2024-01-25 19:24:17,361 - INFO - Epoch 43/100, Training Accuracy: 100.0%, Validation Accuracy: 88.44088966801797%
2024-01-25 19:29:31,773 - INFO - Epoch 44/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 19:34:46,280 - INFO - Epoch 45/100, Training Accuracy: 100.0%, Validation Accuracy: 88.42993316533362%
2024-01-25 19:40:00,819 - INFO - Epoch 46/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 19:45:15,254 - INFO - Epoch 47/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 19:50:29,767 - INFO - Epoch 48/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 19:55:44,265 - INFO - Epoch 49/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:00:58,919 - INFO - Epoch 50/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:06:13,661 - INFO - Epoch 51/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:11:28,387 - INFO - Epoch 52/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:16:42,835 - INFO - Epoch 53/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:21:57,305 - INFO - Epoch 54/100, Training Accuracy: 100.0%, Validation Accuracy: 88.41897666264929%
2024-01-25 20:27:11,705 - INFO - Epoch 55/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:32:26,172 - INFO - Epoch 56/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:37:40,734 - INFO - Epoch 57/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:42:55,304 - INFO - Epoch 58/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:48:09,847 - INFO - Epoch 59/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:53:24,409 - INFO - Epoch 60/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 20:58:38,927 - INFO - Epoch 61/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:03:53,422 - INFO - Epoch 62/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:09:08,028 - INFO - Epoch 63/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:14:22,550 - INFO - Epoch 64/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:19:37,077 - INFO - Epoch 65/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:24:51,632 - INFO - Epoch 66/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:30:06,083 - INFO - Epoch 67/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:35:20,602 - INFO - Epoch 68/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:40:35,089 - INFO - Epoch 69/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:45:49,579 - INFO - Epoch 70/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:51:04,159 - INFO - Epoch 71/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 21:56:18,716 - INFO - Epoch 72/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:01:33,327 - INFO - Epoch 73/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:06:47,820 - INFO - Epoch 74/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:12:02,312 - INFO - Epoch 75/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:17:16,893 - INFO - Epoch 76/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:22:31,419 - INFO - Epoch 77/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:27:45,951 - INFO - Epoch 78/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:33:00,281 - INFO - Epoch 79/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:38:14,811 - INFO - Epoch 80/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
2024-01-25 22:43:29,148 - INFO - Epoch 81/100, Training Accuracy: 100.0%, Validation Accuracy: 88.40802015996493%
